label,features,customerID
1.0,"(28,[0,1,2,5,6,8,9,11,13,16,17,19,21,22,24,27],[79.9,343.95001220703125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0495-ZBNGW
0.0,"(28,[0,1,2,3,5,6,8,9,11,14,16,18,20,23,24,25],[108.2,7840.60009765625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",9031-ZVQPT
0.0,"(28,[0,1,3,6,7,10,12,14,15,18,19,21,22,27],[61.4,1864.6500244140625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5061-PBXFW
0.0,"(28,[0,1,2,3,4,5,6,7,9,11,13,15,18,20,22,24,25],[94.2,2607.60009765625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0082-OQIQY
0.0,"(28,[0,1,3,6,7,21,23,27],[20.15,777.3499755859375,1.0,1.0,1.0,1.0,1.0,1.0])",9068-FHQHD
0.0,"(28,[0,1,3,6,7,21,23,27],[20.1,1389.5999755859375,1.0,1.0,1.0,1.0,1.0,1.0])",0264-CNITK
0.0,"(28,[0,1,6,8,10,12,13,16,18,20,21,25],[76.25,4154.5498046875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",4135-FRWKJ
1.0,"(28,[0,1,2,3,5,6,7,9,11,14,16,17,19,21,22,24,25],[79.9,741.7000122070312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0727-IWKVK
0.0,"(28,[0,1,2,3,5,6,7,9,11,13,15,17,19,21,22,24,27],[68.6,1108.5999755859375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",7718-RXDGG
1.0,"(28,[0,1,2,3,6,7,9,12,13,15,17,19,22,25],[84.05,1095.300048828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0637-UBJRP
0.0,"(28,[0,1,3,5,6,7,9,12,13,16,18,20,24,25],[104.3,6613.64990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6341-AEVKX
0.0,"(28,[0,1,3,4,5,6,7,21,26],[20.65,1022.9500122070312,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",8191-XWSZG
1.0,"(28,[0,1,2,3,10,11,14,15,17,19,21,22,25],[30.2,30.200000762939453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",8665-UTDHZ
0.0,"(28,[0,1,3,6,8,21,23,24,27],[25.05,1270.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0732-OCQOC
1.0,"(28,[0,1,3,6,7,9,11,13,15,17,19,22,24,25],[81.05,2227.10009765625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0256-LTHVJ
0.0,"(28,[0,1,2,4,5,6,8,10,11,14,15,18,19,21,23,27],[59.6,2754.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",7025-WCBNE
0.0,"(28,[0,1,3,6,7,9,11,13,15,17,20,21,22,24,25],[80.85,356.1000061035156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6786-OBWQR
1.0,"(28,[0,1,2,4,5,6,7,10,11,13,15,17,19,21,22,26],[44.95,85.1500015258789,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",4208-UFFGW
0.0,"(28,[0,1,3,6,7,9,12,14,15,17,19,21,22,25],[81.95,2070.050048828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",2208-NQBCT
0.0,"(28,[0,1,3,6,7,10,12,14,15,18,19,21,23,24],[58.2,3810.800048828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",9795-SHUHB
0.0,"(28,[0,1,2,3,5,6,8,21,26],[25.1,171.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",9575-IWCAZ
0.0,"(28,[0,1,3,10,11,14,15,18,19,21,22,25],[34.25,163.5500030517578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5882-CMAZQ
0.0,"(28,[0,1,3,4,5,6,8,9,11,13,15,17,20,21,22,25],[85.35,2896.60009765625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5153-RTHKF
0.0,"(28,[0,1,3,4,5,6,8,21,23,27],[25.05,369.1000061035156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",8007-YYPWD
0.0,"(28,[0,1,2,3,4,5,6,7,21,26],[20.1,401.8500061035156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",8499-BRXTD
0.0,"(28,[0,1,2,3,4,5,6,7,21,26],[19.5,226.8000030517578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",7649-PHJVR
1.0,"(28,[0,1,2,3,6,8,9,12,14,15,17,20,25],[106.1,2847.39990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",3325-FUYCG
0.0,"(28,[0,1,3,4,5,6,7,10,11,13,16,17,19,21,22,24,26],[50.0,892.7000122070312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5843-TTHGI
0.0,"(28,[0,1,2,3,5,6,8,9,12,14,16,18,19,23,27],[105.6,7581.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0853-TWRVK
0.0,"(28,[0,1,2,3,6,8,10,11,14,15,17,19,21,22,25],[54.25,2538.199951171875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",3209-ZPKFI
1.0,"(28,[0,1,2,5,6,7,9,11,13,15,17,19,22,24,25],[80.4,3605.199951171875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6961-VCPMC
1.0,"(28,[0,1,2,3,5,6,7,9,12,14,16,18,20,23,27],[109.75,6110.2001953125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1725-IQNIY
0.0,"(28,[0,1,6,8,10,11,13,16,17,20,21,24,25],[65.2,3965.050048828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5446-DKWYW
0.0,"(28,[0,1,2,3,4,5,6,7,9,12,13,15,17,20,21,26],[86.35,4267.14990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",9134-WYRVP
0.0,"(28,[0,1,2,3,4,5,6,7,21,22,26],[19.4,93.4000015258789,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",8410-BGQXN
1.0,"(28,[0,1,2,3,5,6,7,9,11,13,16,17,20,22,24],[94.7,1914.9000244140625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",3647-GMGDH
0.0,"(28,[0,1,2,3,5,6,7,10,11,13,16,18,19,22,24],[66.4,2019.800048828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",7036-ZZKBD
1.0,"[74.35,74.3499984741211,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0]",4274-OWWYO
0.0,"(28,[0,1,3,6,8,9,12,14,15,17,20,21,23,24,27],[95.9,6954.14990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",8639-NHQEI
0.0,"(28,[0,1,3,6,8,10,12,14,15,17,19,21,22,25],[59.8,3641.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",7839-NUIAA
0.0,"(28,[0,1,2,3,5,10,11,14,15,17,19,21,22,24],[30.05,1529.449951171875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",7740-KKCXF
0.0,"(28,[0,1,3,4,5,6,8,9,11,13,15,18,19,21,22],[80.05,2835.89990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",9500-LTVBP
0.0,"(28,[0,1,3,4,5,6,7,10,11,13,16,17,19,22,24,25],[59.45,3043.699951171875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",8878-RYUKI
0.0,"(28,[0,1,3,6,7,10,11,14,15,18,19,22,24,25],[65.5,616.9000244140625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",9700-ISPUP
1.0,"(28,[0,1,2,3,4,5,6,8,9,11,13,15,17,20,21,22,27],[85.45,4517.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0843-WTBXE
0.0,"(28,[0,1,3,4,5,6,8,9,12,13,16,17,19,21,22,24],[84.75,2613.39990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",2455-USLMV
1.0,"(28,[0,1,3,4,5,6,7,9,11,13,15,17,19,21,22,24,26],[70.15,70.1500015258789,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",9985-MWVIX
0.0,"(28,[0,1,3,4,5,6,8,9,11,14,15,17,20,21,22,24,25],[89.75,552.6500244140625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",3462-BJQQA
1.0,"(28,[0,1,2,3,5,6,7,9,12,13,15,18,19,21,22,27],[80.85,866.4500122070312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1871-MOWRM
0.0,"(28,[0,1,2,3,5,6,7,10,11,13,15,17,19,21,22,24,27],[45.9,521.9000244140625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0356-ERHVT
0.0,"(28,[0,1,3,4,5,6,7,9,12,13,15,17,19,21,22,24,25],[74.85,708.2000122070312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",8778-LMWTJ
0.0,"(28,[0,1,4,5,6,8,9,11,13,16,17,20,21,22,24,25],[90.1,816.7999877929688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6969-MVBAI
0.0,"(28,[0,1,3,6,8,21,23,24,27],[25.6,1673.4000244140625,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5115-SQAAU
0.0,"(28,[0,1,3,5,6,8,9,11,14,16,17,20,21,22,27],[94.6,5025.7998046875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",4070-OKWVH
0.0,"(28,[0,1,3,6,7,9,12,13,16,17,20,24,27],[99.7,4977.2001953125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1545-ACTAS
0.0,"(28,[0,1,2,3,4,5,6,7,21,22,24,26],[19.1,53.04999923706055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",9039-ZVJDC
0.0,"(28,[0,1,3,4,5,6,8,10,12,14,16,18,20,21,23,24],[79.85,4861.4501953125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",4671-VJLCL
1.0,"(28,[0,1,4,5,6,7,9,11,14,15,17,20,22,24,25],[95.0,1120.300048828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0094-OIFMO
0.0,"(28,[0,1,2,3,4,5,6,8,9,11,14,16,18,20,23,27],[109.2,7878.2998046875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6614-FHDBO
0.0,"(28,[0,1,3,4,5,6,7,9,11,14,15,18,20,23,24,27],[98.8,3959.14990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5229-DTFYB
0.0,"(28,[0,1,3,4,5,6,7,9,11,14,16,18,20,24,26],[104.55,2239.39990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5149-TGWDZ
0.0,"(28,[0,1,3,4,6,7,21,27],[21.05,531.5499877929688,1.0,1.0,1.0,1.0,1.0,1.0])",0835-DUUIQ
1.0,"(28,[0,1,2,3,5,6,8,10,11,13,16,17,20,24,25],[73.0,3001.199951171875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0471-LVHGK
1.0,"(28,[0,1,4,5,6,8,9,11,13,15,17,20,22,24,25],[93.85,170.85000610351562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",7024-OHCCK
0.0,"(28,[0,1,2,3,6,7,10,12,13,16,18,20,23,24,25],[80.8,5728.5498046875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",9675-ICXCT
0.0,"(28,[0,1,2,3,5,6,7,10,12,14,15,17,20,24,26],[75.4,3865.449951171875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",2546-KZAAT
0.0,"(28,[0,1,2,3,10,12,13,16,18,20,21,23],[48.15,2032.300048828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5656-MJEFC
0.0,"(28,[0,1,2,3,4,5,6,7,21,22,26],[20.05,33.70000076293945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0188-GWFLE
0.0,"(28,[0,1,2,3,4,6,8,21,22,24],[24.1,439.20001220703125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",4830-FAXFM
0.0,"(28,[0,1,3,5,6,8,21,23,24],[24.95,1718.3499755859375,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",3148-AOIQT
0.0,"(28,[0,1,3,5,6,7,9,11,13,16,18,20,22,24],[100.05,4834.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",2669-OIDSD
1.0,"(28,[0,1,3,4,5,6,7,10,11,13,15,17,19,21,22,24,25],[45.65,45.650001525878906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6128-CZOMY
1.0,"(28,[0,1,3,4,5,6,8,9,11,13,16,17,20,22,24,27],[100.15,1164.300048828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",2612-RANWT
1.0,"(28,[0,1,3,6,8,9,11,13,15,17,20,21,22,24,27],[84.4,4116.14990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",3194-ORPIK
1.0,"(28,[0,1,3,6,8,9,12,13,16,18,20,23,24],[108.75,7156.2001953125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1150-WFARN
0.0,"(28,[0,1,3,5,6,7,10,11,14,15,17,19,23,24],[61.45,4131.2001953125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6023-GSSXW
0.0,"(28,[0,1,2,3,4,5,6,7,10,12,14,16,18,20,23,24,27],[86.7,5309.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",4006-HKYHO
1.0,"(28,[0,1,3,4,5,6,8,9,11,14,16,17,19,22,24,25],[94.85,953.4500122070312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",3045-XETSH
1.0,"[94.0,773.6500244140625,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0]",1567-DSCIC
0.0,"(28,[0,1,3,5,6,8,10,11,14,15,17,20,22,24,27],[75.4,1322.550048828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6217-TOWGS
0.0,"(28,[0,1,2,3,5,6,8,10,12,14,16,18,20,23,27],[91.7,6075.89990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",7975-JMZNT
0.0,"(28,[0,1,2,4,5,6,7,9,11,13,16,17,20,22,24,25],[94.75,422.3999938964844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6350-XFYGW
1.0,"(28,[0,1,3,4,5,10,11,13,15,17,20,21,22,24,25],[35.75,35.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5378-IKEEG
0.0,"(28,[0,1,2,3,4,5,10,11,13,15,18,19,22,24,25],[40.6,1494.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",7074-STDCN
0.0,"(28,[0,1,3,6,8,9,11,14,16,17,20,24],[105.2,6225.39990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1448-CYWKC
0.0,"(28,[0,1,2,3,5,6,7,10,12,14,15,18,19,21,24,27],[59.85,2603.949951171875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",9127-QRZMH
1.0,"(28,[0,1,2,4,5,10,11,13,15,17,20,24,25],[45.25,3264.449951171875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",7136-RVDTZ
0.0,"(28,[0,1,2,3,6,7,21,23,26],[19.5,1147.8499755859375,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",8514-VZHEB
0.0,"(28,[0,1,3,6,7,10,12,13,16,18,19,21,22,27],[61.75,3024.14990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",9782-LGXMC
0.0,"(28,[0,1,2,3,6,8,10,12,14,15,18,19,23,24],[76.15,645.7999877929688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",4526-RMTLL
0.0,"(28,[0,1,2,3,6,8,9,11,14,15,18,19,21,22,24,27],[83.55,2570.199951171875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5060-TQUQN
0.0,"(28,[0,1,2,3,6,8,9,12,13,16,17,20,23,25],[105.55,7405.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",3363-DTIVD
0.0,"(28,[0,1,2,3,4,5,6,8,21,23,27],[24.9,1195.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6292-TOSSS
1.0,"[85.65,181.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0]",0259-GBZSH
0.0,"(28,[0,1,2,6,7,9,11,14,15,17,20,22,24,26],[93.95,2861.449951171875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0111-KLBQG
0.0,"(28,[0,1,2,3,4,5,6,8,9,12,14,16,18,19,21,22,24],[95.0,2852.39990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",2475-MROZF
0.0,"(28,[0,1,2,3,4,5,6,8,9,11,14,16,18,20,23,25],[108.65,4903.2001953125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",2001-MCUUW
0.0,"(28,[0,1,3,5,10,11,14,16,18,20,23,27],[58.25,4145.89990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0114-IGABW
1.0,"(28,[0,1,3,4,5,6,7,9,11,13,16,17,19,22,24,26],[86.2,178.6999969482422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6275-YDUVO
1.0,"(28,[0,1,3,4,5,10,11,14,15,17,20,22,24,25],[50.8,3027.39990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5073-WXOYN
0.0,"(28,[0,1,3,4,5,6,7,10,12,13,16,18,19,21,22,25],[58.95,955.1500244140625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0851-DFJKB
0.0,"(28,[0,1,3,6,8,9,11,13,16,17,20,22,24,27],[99.3,4209.9501953125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",3524-WQDSG
1.0,"(28,[0,1,3,4,5,6,8,9,12,14,16,18,20,22,24,27],[114.5,4527.4501953125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",4361-BKAXE
0.0,"(28,[0,1,3,4,5,6,8,9,11,14,15,17,20,23,27],[97.45,6253.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",4159-NAAIX
0.0,"(28,[0,1,3,6,7,10,12,14,16,18,19,21,24,26],[66.25,1533.800048828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",9330-DHBFL
0.0,"(28,[0,1,3,4,5,6,7,10,11,13,16,18,20],[74.1,74.0999984741211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",8985-OOPOS
0.0,"(28,[0,1,2,3,6,8,9,12,14,16,18,19,21,23],[94.55,6078.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1830-GGFNM
1.0,"(28,[0,1,2,3,4,5,6,7,21,22,25],[20.55,20.549999237060547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",7893-IXHRQ
1.0,"(28,[0,1,2,3,4,5,6,7,9,11,13,15,18,20,22,24,25],[96.0,2122.449951171875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6365-MTGZX
1.0,"(28,[0,1,3,6,7,21,22,24,25],[21.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6770-XUAGN
0.0,"(28,[0,1,2,4,5,6,7,9,11,13,15,17,19,21,22,24,26],[71.45,371.6000061035156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",3420-ZDBMA
0.0,"(28,[0,1,5,6,8,9,11,14,15,17,20,22,24,25],[100.8,6690.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1013-QCWAM
0.0,"(28,[0,1,5,6,8,9,11,13,16,17,20,21,24,25],[90.7,2835.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6486-LHTMA
1.0,"(28,[0,1,4,5,6,8,9,12,13,15,17,20,22,24,25],[100.8,1308.0999755859375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",8510-AWCXC
1.0,"(28,[0,1,3,6,8,10,12,14,16,18,19,22],[79.9,3326.199951171875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",9170-GYZJC
0.0,"(28,[0,1,2,3,4,5,6,7,10,11,13,15,17,19,22,24,25],[55.25,55.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5501-TVMGM
1.0,"(28,[0,1,2,3,6,7,10,11,13,15,18,19,22],[61.45,229.5500030517578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5949-EBSQK
0.0,"(28,[0,1,3,4,6,8,10,11,14,16,18,20,24,25],[84.6,4449.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",9677-AVKED
0.0,"(28,[0,1,3,4,6,8,9,11,13,15,17,20,21,22,24,25],[84.05,966.5499877929688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",8800-JOOCF
1.0,"(28,[0,1,3,4,5,6,7,10,11,14,15,17,19,21,22,24,26],[49.6,114.69999694824219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1226-UDFZR
1.0,"(28,[0,1,2,3,4,5,6,8,9,11,13,15,17,20,22,24,25],[96.8,5283.9501953125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1264-BYWMS
1.0,"(28,[0,1,3,5,6,8,9,11,14,15,17,20,21,22,24,25],[91.65,365.3999938964844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6892-EZDTG
0.0,"(28,[0,1,3,6,8,10,12,13,16,18,20,23],[84.7,5893.89990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",3262-EIDHV
0.0,"(28,[0,1,3,4,10,11,13,16,17,20,24],[49.45,1031.4000244140625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",8050-WYBND
0.0,"(28,[0,1,2,3,6,7,9,11,14,16,18,20],[105.75,7322.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",2056-EVGZL
1.0,"(28,[0,1,2,4,5,6,8,9,11,13,16,17,20,22,24,25],[101.1,3744.050048828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6029-WTIPC
0.0,"(28,[0,1,3,4,5,6,8,9,12,14,16,18,20,24,26],[115.1,6993.64990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",3642-GKTCT
0.0,"(28,[0,1,3,4,5,6,7,21,22,26],[20.4,266.6000061035156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1539-LNKHM
0.0,"(28,[0,1,3,4,5,6,7,21,27],[19.45,1336.3499755859375,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",8241-JUIQO
